unique_id,ExtraDay
B29B_L_VR,0
X62B_L_VR,0
W21CV_S_PO,0
X65B_L_VR,0
A51B_L_PO,0
Y42A_M_VR,0
V86B_L_VR,0
B72A_M_VR,0
X56B_L_VR,0
Y26A_L_VR,0
A11B_L_VR,0
L25B_L_VR,0
D33_L_VR,0
W21DV_L_PO,0
M36A_M_VR,0
X97B_L_VR,0
B73V_S_PO,0
L40B_M_VR,0
I13B_L_VR,0
D35_S_VR,0
C32B_S_VR,0
C32A_S_VR,0
H30B_L_VR,0
N44IV_L_PO,1
X32A_L_PO,0
B73A_S_VR,0
B73B_S_VR,0
D38B_L_VR,0
B28_L_VR,0
A53_L_PO,0
D35_L_VR,0
Y21BV_S_PO,0
W82_L_VR,0
T52_L_PO,0
F26B_S_VR,0
F26A_S_VR,0
I48V_M_PO,0
L34A_S_VR,0
W73A_S_VR,0
L34A_L_PO,0
X85_L_VR,0
X08C_L_PO,0
L58_S_VR,0
L58_M_VR,0
L53B_S_VR,0
L53B_L_VR,0
D73_L_PO,0
L53A_S_VR,0
L49_S_VR,0
L43_S_VR,0
L45_M_VR,0
L45_S_VR,0
L90B_M_VR,0
L90A_S_VR,0
D54B_L_VR,0
L118_S_VR,0
T44B_S_VR,0
T39_L_PO,0
G16_S_VR,0
T45_S_VR,0
T44A_S_VR,0
V65A_S_VR,0
V65B_S_VR,0
X88B_L_VR,0
X87C_L_VR,1
W35_L_VR,0
W35_S_VR,0
L78_S_VR,0
D68_L_VR,0
L74B_S_VR,0
T42B_L_VR,0
L74A_S_VR,0
L76B_S_VR,0
F18C_S_VR,0
L77_S_VR,0
L76A_S_VR,0
T30_L_VR,0
F18B_S_VR,0
R02A_L_PO,0
F18A_S_VR,0
K66V_M_PO,0
B86V1_S_PO,0
X89B_L_VR,0
X89B_S_VR,0
X06D_S_VR,0
L19_L_VR,0
A51V_S_PO,0
L07_L_VR,0
Q12_L_VR,0
X67A_M_PO,0
N16IV_M_VR,0
N16AV_L_VR,0
B41V_S_PO,0
B54V_M_PO,0
L33_L_PO,0
I14_L_VR,0
X65B_L_PO,0
T41_S_VR,0
Y04V_L_PO,0
M33_M_VR,0
D32_L_VR,0
K25A_S_VR,1
C35_S_VR,1
W07_S_VR,1
W07_L_VR,1
C35_L_VR,1
C34_S_VR,1
K25C_L_VR,1
K24C_L_VR,1
W71_S_VR,1
Y74V_M_VR,1
K24V_S_VR,1
K25B_M_VR,1
K24V_L_VR,1
Y74_M_VR,1
K24A_S_VR,1
C34_L_VR,1
K24B_M_VR,1
K25V_S_VR,1
K25V_L_VR,1
K08_S_VR,0
J08A_S_VR,0
L91_S_VR,0
L91_M_VR,0
L30A_S_VR,0
C25AV_S_PO,0
X09C_L_PO,0
L103B_S_VR,0
A06B_S_VR,0
F36B_S_VR,0
A06A_S_VR,0
L103A_S_VR,0
F17A_S_VR,0
C24BV_S_PO,0
J12_S_VR,0
F37A_S_VR,0
C28A_S_VR,0
C25B_S_VR,0
C25B_L_PO,0
J02A_S_VR,0
B03B_S_VR,0
C24A_S_VR,0
H50A_S_VR,0
C25BV_S_PO,0
J08B_M_VR,0
J02B_M_VR,0
B02B_L_VR,0
B02B_S_VR,0
H52B_S_VR,0
E18A_S_VR,0
A24_L_VR,0
A24_S_VR,0
L70_S_VR,0
T70A_M_VR,0
H51A_S_VR,0
C25A_S_VR,0
E18B_S_VR,0
F13A_S_VR,0
L70_M_VR,0
C24B_S_VR,0
G13A_S_VR,0
H51B_S_VR,0
D37A_S_VR,0
K16A_S_VR,0
H50B_S_VR,0
H53B_S_VR,0
J04A_S_VR,0
X54_S_VR,0
L59_S_VR,0
L105A_S_VR,0
K16B_S_VR,0
H34A_S_VR,0
T70V_M_VR,0
Y67_L_VR,0
F36A_S_VR,0
H34B_L_VR,0
H34B_S_VR,0
L30B_S_VR,0
C28B_S_VR,0
F37B_S_VR,0
L44A_S_VR,0
F17B_M_VR,0
F17B_S_VR,0
L67_S_VR,0
D37B_S_VR,0
R39_S_VR,0
O100_L_VR,0
F13B_S_VR,0
K72_S_VR,0
H52A_S_VR,0
H53A_S_VR,0
L55_S_VR,0
M34V_M_PO,0
J04B_M_VR,0
L105B_S_VR,0
C24AV_S_PO,0
B64V_L_PO,0
L36B_M_VR,0
L36A_S_VR,0
Y80A_L_VR,0
C25AV_L_PO,0
D81_S_VR,0
D81_M_VR,0
C28BV_S_PO,0
R38_S_VR,0
A20_L_VR,0
A20_S_VR,0
D92V_S_PO,0
K06B_M_VR,0
K01_S_VR,0
G06A_S_VR,0
G07_S_VR,0
W73B_M_VR,0
G06B_S_VR,0
L70_L_VR,0
K06C_M_VR,0
K06A_S_VR,0
K05_S_VR,0
Y65_L_VR,0
V88B_L_VR,0
L30B_L_VR,0
M32V_S_PO,0
B01A_S_VR,0
B01C_S_VR,0
B01B_S_VR,0
L37A_M_VR,0
B01C_L_PO,0
B86V2_L_PO,0
M33V_S_PO,0
Y57_L_VR,0
D36B_L_PO,0
Y47_L_VR,0
S22_L_PO,0
A52A_L_PO,0
H39B_L_VR,0
B01B_L_VR,0
F17B_L_VR,0
Y88A_L_PO,0
V79_L_VR,0
V24_M_VR,0
V24_L_VR,0
Y107_S_VR,1
V25A_S_VR,0
Y107_L_VR,1
Y107_M_VR,1
W66_M_VR,0
V25B_L_VR,0
Y106A_M_VR,1
K22C_L_VR,1
K22V_L_VR,1
K22A_S_VR,1
Y73A_M_VR,1
K33_L_VR,1
K22V_S_VR,1
K33_M_VR,1
K33_S_VR,1
W66_S_VR,0
K22B_M_VR,1
Y70_S_VR,1
Y76_S_VR,1
R41A_M_VR,1
R41A_S_VR,1
R41B_L_VR,1
F23V_M_PO,0
K81V_S_PO,0
I41_S_VR,0
K81_S_VR,0
B92B_S_VR,0
B92B_L_VR,0
I43_S_VR,0
L58_L_VR,0
I40A_S_VR,0
K79B_S_VR,0
K78_M_VR,0
L122B_S_VR,0
Y89A_L_PO,0
F24V_S_PO,0
C60V_S_PO,0
B80V_S_PO,0
L122A_S_VR,0
K79V_S_PO,0
K79V_M_PO,0
H03_S_VR,0
I40B_S_VR,0
B92A_S_VR,0
F24A_S_VR,0
E17_S_VR,0
L121_S_VR,0
Y66_L_VR,0
K79A_S_VR,0
F23_M_VR,0
K80_M_VR,0
F24B_S_VR,0
L35A_L_VR,0
Y46_L_VR,0
B54B_M_VR,0
M32V_M_PO,0
Y48_L_VR,0
L44B_L_VR,0
S20V_L_PO,0
W74_L_VR,0
L122B_L_VR,0
H44B_S_VR,0
H44A_S_VR,0
B72V_S_PO,0
Y61B_L_VR,0
D72V_S_PO,0
A89V_M_PO,0
T70V_L_PO,0
B86V1_M_PO,0
D71V_S_PO,0
B44B_L_VR,0
Y62A_L_VR,0
C42B_L_VR,0
D10_L_VR,0
C24B_L_PO,0
X86_L_VR,0
X86_M_PO,0
L66_L_PO,0
V89B_L_PO,0
Y68_L_VR,0
L122V_M_PO,0
L122V_S_PO,0
K78V_M_PO,0
T55V_S_PO,0
L06_M_VR,0
C25BV_L_PO,0
W30B_L_VR,0
A98B_L_VR,1
A98C_L_VR,1
A98D_L_VR,1
A98E_L_VR,1
A98G_L_VR,1
A98A_L_VR,1
K67V_S_PO,0
A98H_L_PO,0
Y101_M_VR,1
Y102_S_VR,0
Y102_L_VR,0
K55_S_VR,1
N51B_M_VR,1
K55_M_VR,1
W06_S_VR,1
W16D_M_VR,1
W06_L_VR,1
V27_M_VR,1
V27_S_VR,1
N55_S_VR,1
X95A_S_VR,1
R50_S_VR,1
R50_L_VR,1
N58A_M_VR,1
N53_M_VR,1
W16A_M_VR,1
N55_M_VR,1
N54_M_VR,1
S37_M_VR,0
N58A_S_VR,1
N50_S_VR,1
N51A_S_VR,1
R51_S_VR,1
R51_L_VR,1
R51V_S_PO,1
W16A_S_VR,1
W08_S_VR,1
N52A_S_VR,1
K24V_M_VR,1
N52A_M_VR,1
N57_M_VR,1
N57_S_VR,1
R42_L_VR,0
W13_M_VR,1
W13_S_VR,1
N56_S_VR,1
N56_M_VR,1
W12_M_VR,1
W12_S_VR,1
W12_L_VR,1
R50V_S_PO,1
N50_L_VR,0
Y109_S_VR,1
K25V_S_PO,1
K25V_L_PO,1
N58A_L_VR,0
N55_L_VR,0
W03_M_VR,1
W03_S_VR,1
N51B_L_VR,0
N53_L_VR,0
N52A_L_VR,0
W05_M_VR,1
W05_L_VR,1
Y77B_L_VR,0
Y77B_S_VR,0
Y77A_L_VR,1
Y77A_S_VR,1
N57_L_VR,0
R52_L_VR,1
R52_S_VR,1
W16D_S_VR,1
Y69_S_VR,1
Y69_L_VR,1
Y69_M_VR,1
R52V_S_PO,1
W11_M_VR,0
N54_L_VR,0
S42_S_VR,0
S42_L_VR,0
N34D_M_VR,1
P04_S_VR,0
N07B_S_VR,0
N16E_M_VR,1
R34B_M_VR,0
D13V_S_PO,0
B21V_S_PO,0
C53V_S_PO,0
C08V_S_VR,0
C47V_S_VR,0
K17B_S_VR,0
K17A_S_VR,0
Y21CM_S_PO,0
K13_S_VR,0
C56V_S_PO,0
B13V_S_PO,0
B22V_S_PO,0
C16V_S_PO,0
B11V_S_PO,0
M42V_M_PO,0
B14V_S_PO,0
B74V_M_PO,0
X72V_M_PO,0
C55V_S_PO,0
B108V_S_PO,0
X72V_S_PO,0
C55A_S_VR,0
C55A_L_VR,0
B96B_S_VR,0
C47A_S_VR,0
X26B_S_VR,0
B101A_S_VR,0
B06B_L_VR,0
B06B_S_VR,0
B97B_S_VR,0
B15_S_VR,0
X71B_S_VR,0
B22A_S_VR,0
C58AV_S_PO,0
Y26C_L_VR,0
B97A_S_VR,0
X105B_S_VR,0
C56A_S_VR,0
B19A_S_VR,0
B21B_S_VR,0
C16A_S_VR,0
C54V_S_PO,0
X26A_S_VR,0
B06A_S_VR,0
T76B_S_VR,0
X106_M_VR,0
K85B_S_VR,0
T74B_S_VR,0
C03A_S_VR,0
X71A_S_VR,0
X72B_S_VR,0
T66B_S_VR,0
K85A_S_VR,0
Y08C_L_PO,0
B101B_S_VR,0
T74C_S_VR,0
T76A_S_VR,0
C27A_S_VR,0
V48_S_VR,0
Q33A_L_PO,0
Y43C_S_VR,0
B13A_S_VR,0
B96A_S_VR,0
B98A_S_VR,0
C07A_S_VR,0
Y99B_S_VR,0
B100_S_VR,0
B12_S_VR,0
T75B_S_VR,0
Y99A_S_VR,0
B14A_S_VR,0
B22C_S_VR,0
C54A_S_VR,0
T66A_S_VR,0
T75A_S_VR,0
B108B_S_VR,0
C57A_S_VR,0
C06A_S_VR,0
B20A_S_VR,0
Y10A_S_VR,0
B39A_S_VR,0
C57V_S_PO,0
C47B_S_VR,0
B22B_S_VR,0
B94B_S_VR,0
B14B_S_VR,0
B98B_S_VR,0
B95_S_VR,0
C21B_L_VR,0
A05B_L_VR,0
T53B_S_VR,0
C58A_S_VR,0
C08A_S_VR,0
X105A_S_VR,0
X72A_S_VR,0
B13B_S_VR,0
C03B_S_VR,0
C21A_S_VR,0
C21B_S_VR,0
C08B_L_VR,0
C08B_S_VR,0
B108A_S_VR,0
B19B_S_VR,0
C16B_S_VR,0
B20B_S_VR,0
C27V_S_PO,0
C04A_S_VR,0
B101C_L_VR,0
C07B_S_VR,0
R26B_L_PO,0
B94A_S_VR,0
B43B_S_VR,0
R31B_L_PO,0
B99A_S_VR,0
C58BV_S_PO,0
B11A_S_VR,0
B99B_S_VR,0
Y10B_L_VR,0
B101C_S_VR,0
X104_S_VR,0
C05A_S_VR,0
B39B_S_VR,0
Y10B_S_VR,0
B18B_S_VR,0
X64B_L_VR,0
T74A_S_VR,0
B18A_S_VR,0
C58B_S_VR,0
C53A_S_VR,0
B21A_S_VR,0
B11B_S_VR,0
C58B_L_PO,0
D15A_S_VR,0
B102A_S_VR,0
C06A_L_VR,0
C23V_S_PO,0
X71V_M_PO,0
X71V_S_PO,0
C07B_L_VR,0
D31V_S_VR,0
B93B_S_VR,0
B93V_S_PO,0
A17_S_VR,0
D13B_S_VR,0
D11V_S_VR,0
T56V_S_PO,0
B106B_S_VR,0
D13A_S_VR,0
D31A_S_VR,0
A85V_M_PO,0
C11A_S_VR,0
D46_S_VR,0
D31B_L_VR,0
D31B_S_VR,0
B104_S_VR,0
B104_L_VR,0
D45_S_VR,0
B93A_S_VR,0
K11A_S_VR,0
K84A_S_VR,0
E41AV_S_VR,0
X102A_S_VR,0
E41BV_M_VR,0
E41BV_L_VR,0
B102AV_S_PO,0
X105V_S_PO,0
E41C_L_VR,0
B106V_S_PO,0
B106V_L_PO,0
X103_S_VR,0
E41B_M_VR,0
E41B_L_VR,0
X102B_S_VR,0
N34DV_M_VR,1
Y99B_L_VR,0
A18_S_VR,0
R53A_L_PO,0
Y10V_S_PO,0
B107A_S_VR,0
C11B_S_VR,0
D11A_S_VR,0
B18B_L_VR,0
A03A_L_VR,0
A03A_M_VR,0
B105A_S_VR,0
Y10C_S_VR,0
Y10C_L_VR,0
B105B_S_VR,0
B107B_S_VR,0
N16BV_M_VR,1
K10_S_VR,0
A14_M_VR,0
K87A_S_VR,0
E40_S_VR,0
E41A_S_VR,0
B102B_S_VR,0
K84B_S_VR,0
K87B_S_VR,0
E40V_S_VR,0
D11B_S_VR,0
N16D_L_VR,1
B105V_S_PO,0
B106A_S_VR,0
A18_L_VR,0
B104V_S_PO,0
B55B_M_VR,0
C54A_L_VR,0
B16_M_VR,0
Y08A_L_PO,0
K11B_S_VR,0
B75V_M_PO,0
R26A_L_PO,0
B107V_S_PO,0
X83V_S_PO,0
X103V_S_PO,0
K83B_S_VR,0
K83A_S_VR,0
H23B_S_VR,0
B88V_L_PO,0
N16E_L_VR,0
H23A_S_VR,0
A14_L_VR,0
A17_L_VR,0
D11V_S_PO,0
B106B_L_VR,0
X71B_L_VR,0
D31V_S_PO,0
C56V_S_VR,0
L101A_L_VR,0
Y99V_S_PO,0
Q02A_L_PO,0
N39B_L_VR,0
B107B_L_VR,0
B12V_S_PO,0
A84V_M_PO,0
Q02B_L_PO,0
C09_L_PO,0
C28B_L_PO,0
B102BV_S_PO,0
B50A_L_VR,0
C53V_S_VR,0
C54V_S_VR,0
C55V_S_VR,0
R31A_L_PO,0
C56A_L_PO,0
T43_L_VR,0
B94B_L_VR,0
M42B_L_PO,0
X86_L_PO,0
H50B_L_VR,0
B83V_M_PO,0
Y15A_L_PO,0
C26B_L_VR,0
X67A_M_VR,0
A17V_S_PO,0
C03B_L_VR,0
K82_S_VR,0
C16B_L_VR,0
B105B_L_VR,0
V75A_L_VR,0
C58AV_S_VR,0
J15A_S_VR,0
J15CV_S_PO,0
J14V_S_PO,0
J15C_S_VR,0
J13A_S_VR,0
J14A_S_VR,0
I24B_L_VR,0
J13V_S_PO,0
J14B_S_VR,0
J14B_L_VR,0
J15B_S_VR,0
X102V_S_PO,0
C07V_S_PO,0
D38C_L_VR,0
D73V_S_PO,0
C58BV_S_VR,0
Y92B_L_PO,0
V75B_L_VR,0
B19B_L_VR,0
Y05B_L_PO,0
A57A_L_PO,0
X45B_L_VR,0
B69V_M_PO,0
X72B_L_VR,0
D96A_S_VR,0
D96B_L_VR,0
D96B_S_VR,0
D97AV_S_PO,0
D96BV_S_PO,0
D98AV_S_VR,0
D97B_S_VR,0
D97B_L_VR,0
D97BV_S_PO,0
D98A_S_VR,0
D96AV_S_PO,0
D98B_L_VR,0
D98B_S_VR,0
D98BV_S_VR,0
D98BV_L_VR,0
D97A_S_VR,0
D15V_S_PO,0
W88B_S_VR,0
W88A_S_VR,0
Y90B_L_PO,0
B59V_S_PO,0
T56A_L_VR,0
D96BV_L_PO,0
D71B_L_PO,0
D96BV_M_PO,0
B76V_M_PO,0
D89B_L_VR,0
L100_L_VR,0
A62_L_PO,0
C58B_L_VR,0
C56A_L_VR,0
D77B_L_PO,0
A09B_L_PO,0
D89B_L_PO,0
Y05V_S_PO,0
D89A_L_PO,0
V21_L_VR,0
B46B_L_VR,0
T57_L_PO,0
D27B_L_VR,0
D27B_S_VR,0
D38A_L_VR,0
X58_L_VR,0
C30_L_VR,0
C28BV_L_PO,0
C28AV_S_PO,0
C32B_L_VR,0
X24B_L_PO,0
C24BV_L_PO,0
L55_L_VR,0
O101A_L_VR,0
X08D_L_VR,0
S38_L_VR,0
Q76_L_VR,0
B61V_S_PO,0
B01C_L_VR,0
X06B_L_PO,0
L89_L_PO,0
B82V_S_PO,0
A70B_S_VR,0
B30_L_VR,0
M35B_M_VR,0
X14_M_VR,0
D41_L_VR,0
B76B_M_VR,0
O101B_S_VR,0
O101A_S_VR,0
O101B_L_VR,0
L05_L_VR,0
A31V_S_PO,0
C62B_L_VR,0
B01B_L_PO,0
Y81A_L_VR,0
X26A_L_VR,0
K48_S_VR,0
K48_L_VR,0
Y110_S_VR,1
K48_M_VR,0
S29B_S_VR,0
S29A_S_VR,0
Y43B_M_VR,0
X75V_S_PO,0
O101_L_VR,0
B90_M_VR,0
A69B_L_PO,0
D39_L_PO,0
W87B_L_VR,0
W87B_S_VR,0
W87A_S_VR,0
D15A_L_VR,0
N38V_L_VR,0
R16A_L_VR,0
N41V_L_VR,0
B33B_L_VR,0
D83_L_PO,0
C01B_L_VR,0
R13A_L_VR,0
A33V_S_PO,0
M32V_L_PO,0
A72V_S_VR,0
A72V_S_PO,0
N17B_M_VR,1
R16B_S_VR,0
B80V_L_PO,0
W55BV_S_PO,1
W55BV_M_PO,1
W55AV_S_PO,0
W55AV_M_PO,0
W51A_M_VR,0
W55A_S_VR,1
W55A_M_VR,1
W55B_M_VR,1
W55B_S_VR,1
W51V_M_PO,0
N51A_M_VR,1
W05_S_VR,1
S44_M_VR,0
S44_S_VR,0
W08_L_VR,0
R55_M_VR,0
R55_S_VR,0
R55_L_VR,0
N16DV_M_VR,1
Y40V_S_PO,0
T80V_S_PO,0
C32V_S_PO,0
B07V_S_PO,0
W101AV_M_PO,0
W100AV_S_PO,0
W100BV_S_PO,0
W101BV_M_PO,0
T78AV_S_PO,0
W56AV_S_PO,0
Y09V_M_PO,0
T82IV_S_VR,1
T82BV_S_VR,0
X38V_S_PO,0
S43V_S_VR,0
T82AV_S_VR,0
S46_M_VR,0
S46V_M_PO,0
N32C_S_VR,0
T83_M_VR,0
T77A_S_VR,0
T82B_S_VR,0
S45_M_VR,0
Y09_M_VR,0
T83_L_VR,0
W56BV_M_PO,0
X38A_S_VR,0
T82A_S_VR,0
T84_M_VR,0
S45V_M_PO,0
X38B_S_VR,0
T77B_S_VR,0
S43A_S_VR,0
S43B_L_PO,0
S43B_S_VR,0
W100B_S_VR,0
B07A_S_VR,0
W56A_S_VR,0
H20C_S_VR,0
T85A_S_VR,0
W101B_M_VR,0
B07B_S_VR,0
T81B_S_VR,0
T78A_S_VR,0
W100A_S_VR,0
T81B_L_VR,0
T85B_S_VR,0
U41_M_VR,1
U41V_M_PO,1
W101A_M_VR,0
T82I_S_VR,1
T46V_S_PO,0
T80A_S_VR,0
T80B_S_VR,0
T80AL_S_PO,0
T81A_S_VR,0
X52B_S_VR,0
N16IV_L_VR,0
T78B_S_VR,0
K04A_S_VR,0
X52A_S_VR,0
X52A_L_PO,0
T78BV_S_PO,0
Y111A_S_VR,0
Y111B_S_VR,0
T79B_S_VR,0
Y112B_S_VR,0
T80BL_S_PO,0
Y112A_S_VR,0
W56B_M_VR,0
T79A_S_VR,0
D37B_L_VR,0
B69V_S_PO,0
T77AV_S_PO,0
C64B_S_VR,0
C64A_S_VR,0
D18B_L_VR,0
C64B_L_VR,0
W100B_L_PO,0
K02C_S_VR,0
T78A_L_VR,0
K02D_S_VR,0
C30V_M_PO,0
K02B_S_VR,0
K02A_S_VR,0
W56AL_S_PO,0
X64Z_L_PO,0
Y112B_L_VR,0
W56B_L_PO,0
Y111B_L_VR,0
X52B_L_VR,0
C25B_L_VR,0
W56BL_M_PO,0
L86_L_VR,0
T80B_L_VR,0
K09B_S_VR,0
C28B_L_VR,0
K09B_L_VR,0
K09A_S_VR,0
A32A_L_VR,0
H58B_S_VR,0
H58A_S_VR,0
H59A_S_VR,0
H57B_S_VR,0
H61A_S_VR,0
H61B_S_VR,0
H62B_S_VR,0
H62A_S_VR,0
H56A_S_VR,0
H59B_S_VR,0
H56B_S_VR,0
H57A_S_VR,0
S47_M_VR,0
B07V_M_PO,0
T80BL_L_PO,0
T80BL_M_PO,0
A33C_L_VR,0
H58B_L_VR,0
B94V_S_PO,0
H63A_S_VR,0
H63B_S_VR,0
X62V_S_PO,0
D88AV_S_PO,0
W75B_L_VR,0
R21B_L_VR,0
K11B_L_VR,0
T77BV_S_PO,0
A73B_L_PO,0
O102_L_VR,0
O102_S_VR,0
X26V_S_PO,0
A73BM_S_PO,0
X82V_S_PO,0
X78B_S_VR,0
L47A_L_PO,0
S43V_L_PO,0
T49B_S_VR,0
B73V_M_PO,0
Y91B_L_PO,0
R56C_M_VR,1
R56B_M_VR,1
R56A_M_VR,1
W11_S_VR,0
Y101_L_VR,1
J15AL_S_PO,0
F38A_S_VR,0
F38B_L_VR,0
F38B_S_VR,0
H52B_L_VR,0
A13B_L_VR,0
B68V_S_PO,0
W103_S_VR,0
W102_S_VR,0
R56D_M_VR,1
R13B_S_VR,0
C54B_S_VR,0
C54B_L_VR,0
O05A_S_VR,0
O05B_S_VR,0
O05C_S_VR,0
O05H_S_VR,0
O05J_S_VR,0
O05K_S_VR,0
O05N_S_VR,0
O05S_S_VR,0
O05T_S_VR,0
O05V_S_VR,0
O53_S_PO,0
O05W_S_VR,0
O10H_S_VR,0
O10O_S_VR,0
O10P_S_VR,0
O10Q_S_VR,0
O10R_S_VR,0
O10S_S_VR,0
O10T_S_VR,0
O10U_S_VR,0
O15A_S_VR,1
O15B_S_VR,0
O15C_S_VR,0
O15U_S_VR,0
O15V_S_VR,0
O50_S_PO,1
O10A_S_VR,1
O05U_S_VR,0
O10C_S_VR,0
O54_S_PO,0
O54V_L_VR,0
O56_L_VR,1
O66_M_VR,0
O70_L_VR,0
O72_S_VR,0
O10B_S_VR,0
O10N_S_VR,0
R19A_S_VR,0
W102A_S_VR,0
W103A_S_VR,0
H30V_S_VR,0
R04A_S_VR,0
L67A_S_VR,0
Y55_L_VR,0
O101_L_PO,0
C54BV_S_PO,0
T82IL_S_PO,0
K88_L_VR,0
K88_S_VR,0
R35A_S_VR,0
I44V_S_PO,0
A63_L_PO,0
W08_M_VR,0
O69_L_PO,0
O24_L_VR,0
A28_S_VR,0
A28V_S_PO,0
A08A_S_VR,0
A08AV_S_PO,0
A08BV_S_PO,0
A08B_S_VR,0
B40B_L_VR,0
O92_L_PO,0
O90_L_PO,0
V56B_M_VR,0
V56A_S_VR,0
V57_S_VR,0
V58_S_VR,0
B90V_M_PO,0
R57A_M_VR,1
R57C_M_VR,0
R57B_M_VR,0
R57D_S_VR,0
R57D_M_VR,0
T47B_L_VR,0
O27_L_PO,0
V56B_L_VR,0
N45AV_M_PO,0
D88BV_S_PO,0
O22_S_VR,0
A06A_L_PO,0
B86V2_M_PO,0
N16I_L_VR,0
W51B_L_VR,0
Y76A_S_VR,1
C25A_M_VR,0
D82V_S_PO,0
L115A_M_VR,0
J15CL_S_PO,0
L67A_L_VR,0
B95_L_VR,0
L67B_S_VR,0
L103B_L_VR,0
L13_L_VR,0
F39V_M_VR,0
F39_M_VR,0
C65A_S_VR,0
C65B_S_VR,0
D76A_L_PO,0
O99_L_PO,0
L41B_M_VR,0
C24B_L_VR,0
L105A_L_PO,0
Y27V_S_PO,0
L103B_L_PO,0
C57A_L_VR,0
O57_S_VR,1
D20B_L_PO,0
L104_L_PO,0
X02V_S_PO,0
D101_M_VR,1
D100V_M_VR,1
D100A_M_VR,1
B71B_L_VR,0
W20A_M_VR,0
C42A_L_VR,0
Y76B_S_VR,1
S48_M_VR,0
N56_L_VR,0
W104_L_VR,0
W104_M_VR,0
W104V_M_PO,0
W103B_S_VR,0
W103AV_S_PO,0
W102B_S_VR,0
W102AV_S_PO,0
